from,to
197095948,119844526
197095948,193095342
119844526,811229675758505984
193095342,84103629
193095342,87540357
3600750743,199367862
949410954600763393,140880992
768986551317585920,837816316811702272
414682647,928432260
414682647,2923724679
928432260,2923724679
928432260,932594367847682048
928432260,3066095291
928432260,473275711
2923724679,706608206194327552
2923724679,14159148
2923724679,24671422
2923724679,115099953
2923724679,148517828
2923724679,22972898
2923724679,94855785
2923724679,932594367847682048
2923724679,3066095291
2923724679,811229675758505984
2923724679,69231187
2923724679,473275711
2923724679,20646711
2923724679,3114313702
2923724679,562097401
2923457273,2167343042
246262362,33569853
252268498,1294603230
252268498,2221972801
252268498,706983587
252268498,2167343042
252268498,207415700
1294603230,2221972801
1294603230,706983587
1294603230,2401485709
1294603230,2167343042
2221972801,706983587
2221972801,2167343042
2221972801,207415700
2221972801,89561531
2221972801,203809196
706983587,574297787
706983587,624846544
706983587,1415260315
706983587,2167343042
706983587,207415700
706983587,89561531
706983587,820204081
706983587,4492539993
706983587,4869518494
706983587,203809196
706983587,3269884938
706983587,1516440858
796008597268418560,342830626
796008597268418560,1310644517855428612
796008597268418560,282700595
796008597268418560,2415900122
796008597268418560,339842145
765616804710539265,339842145
1310644517855428612,282700595
1310644517855428612,2415900122
282700595,462987780
282700595,342830626
282700595,36106648
282700595,2415900122
282700595,1477767732
207415700,2167343042
207415700,1366971882
207415700,89561531
207415700,820204081
207415700,203809196
89561531,820204081
820204081,3039190952
820204081,2415900122
2415900122,342830626
2415900122,1581175387
2415900122,2963966560
2415900122,31740122
2415900122,114328278
3036495555,603524800
603524800,3655675654
33998183,325830217
33998183,30313925
33998183,3030922321
33998183,2888895350
33998183,24752484
33998183,369245377
33998183,1536791610
325830217,369505837
325830217,30313925
325830217,822215679726100480
325830217,2888895350
325830217,24752484
325830217,369245377
325830217,1536791610
30313925,369505837
30313925,3030922321
30313925,2888895350
30313925,24752484
30313925,369245377
30313925,1536791610
3030922321,200176600
3030922321,2888895350
2888895350,369505837
2888895350,200176600
2888895350,24752484
2888895350,94642927
2888895350,369245377
2888895350,1536791610
2888895350,2983206962
24752484,369505837
24752484,822215679726100480
24752484,369245377
24752484,1536791610
369245377,369505837
369245377,1536791610
1536791610,369505837
1536791610,822215679726100480
570461155,63214155
570461155,102494035
570461155,250846323
570461155,226763304
63214155,250846323
102494035,250846323
250846323,111078632
250846323,90824012
250846323,138842410
250846323,226763304
226763304,111078632
226763304,84103629
226763304,150509409
226763304,90824012
226763304,138842410
226763304,412461481
226763304,222972791
226763304,145506782
226763304,185263063
24674765,36724337
24674765,250576428
250576428,36724337
14224719,143478208
14224719,2653613168
14224719,80606026
143478208,80606026
2653613168,182189888
2653613168,1633543440
2653613168,193578981
2653613168,122994639
2871402869,863603622
2207674177,45538944
45538944,135465614
111078632,84103629
111078632,1164185431
111078632,382196793
111078632,134823119
111078632,104227758
111078632,37252897
111078632,300453401
111078632,822013116
111078632,145506782
111078632,185263063
84103629,134823119
84103629,292744754
84103629,87540357
84103629,822013116
84103629,48534074
1164185431,752566881630842881
1164185431,382196793
1164185431,304173425
1164185431,300453401
1164185431,185263063
382196793,300453401
134823119,317216926
134823119,292744754
134823119,87540357
134823119,822013116
104227758,145506782
104227758,185263063
37252897,145506782
37252897,185263063
300453401,185263063
822013116,317216926
822013116,292744754
822013116,87540357
822013116,48534074
145506782,185263063
185263063,241679842
185263063,2161887906
36724337,5556142
36724337,1010377351
36724337,403093403
36724337,199002566
1010377351,199002566
1010377351,26294884
199002566,14126033
462987780,3039190952
462987780,2422843933
462987780,1477767732
3039190952,2422843933
3039190952,1477767732
2422843933,172391256
1477767732,36106648
18503318,316583387
18503318,8083992
140195803,22239898
140195803,27692596
193313425,159045003
193313425,21746513
17685009,1294741
17685009,19758148
119385045,49331471
119385045,257912371
119385045,1565318269
119385045,24312877
49331471,257912371
49331471,119160803
49331471,24312877
257912371,119160803
249115261,3638422932
249115261,302253793
3638422932,599326523
3638422932,302253793
302253793,236111720
302253793,296842582
624846544,1415260315
624846544,2167343042
624846544,248353281
818910970567344128,822215673812119553
818910970567344128,822215679726100480
822215673812119553,822215679726100480
822215679726100480,369505837
292744754,2897441
292744754,317216926
165907536,945117079
119160803,407660414
119160803,44646077
119160803,193578981
390860839,4705261516
574297787,2167343042
574297787,217010849
574297787,1516440858
574297787,494047402
2167343042,324651631
2167343042,2401485709
2167343042,1138691112
2167343042,4492539993
2167343042,1516440858
2167343042,494047402
217010849,107522451
217010849,1516440858
217010849,494047402
217010849,525495167
1516440858,494047402
33933259,14159148
33933259,115099953
33933259,148517828
14159148,115099953
14159148,148517828
14159148,22972898
14159148,3066095291
14159148,811229675758505984
14159148,69231187
14159148,473275711
14159148,20646711
115099953,148517828
115099953,3066095291
115099953,811229675758505984
115099953,69231187
115099953,20646711
115099953,562097401
148517828,3066095291
148517828,811229675758505984
148517828,69231187
148517828,20646711
148517828,562097401
1415260315,248353281
1415260315,1893562916
135187648,399266384
135187648,292403049
399266384,191849753
399266384,292403049
477215959,782311618537361408
477215959,2849043318
706608206194327552,3066095291
3066095291,2925300175
3066095291,24671422
3066095291,94855785
3066095291,932594367847682048
3066095291,811229675758505984
3066095291,69231187
3066095291,473275711
3066095291,562097401
54986063,68911475
68911475,436576684
68911475,529048394
932594367847682048,94855785
932594367847682048,3063685306
932594367847682048,473275711
473275711,2375223030
473275711,94855785
370854566,25098482
370854566,357994145
370854566,172391256
370854566,320256021
370854566,17523060
370854566,203332110
370854566,377026626
370854566,16544818
94855785,377026626
357994145,172391256
357994145,17523060
357994145,203332110
357994145,377026626
357994145,16544818
172391256,203332110
172391256,377026626
172391256,16544818
811229675758505984,48705707
203332110,377026626
377026626,17523060
377026626,16544818
16544818,17463923
16544818,243236419
16544818,3910893854
69231187,20646711
752566881630842881,46735154
752566881630842881,4197447940
752566881630842881,562233086
3611717843,706134962756517889
3611717843,137547187
3611717843,17600277
3611717843,50518937
707401649027948544,217929137
910629895,1216941080
910629895,117429327
46735154,39630199
3251989150,2895002170
4894850391,29622459
4894850391,416721882
29622459,416721882
416721882,135634413
416721882,715654996512129025
2925300175,3350899475
3350899475,1952210594
104146425,407660414
407660414,419656047
407660414,44646077
407660414,193578981
1952210594,121874437
3053613614,1138691112
182189888,202608931
182189888,193578981
202608931,193578981
193578981,361134431
193578981,419656047
193578981,44646077
23680334,21315122
743768472,156121420
2897441,317216926
4492539993,4798823122
4492539993,24936828
4492539993,4869518494
22239898,21312954
48398586,2520470828
2520470828,1321421426
782311618537361408,2849043318
782311618537361408,723597451844833284
782311618537361408,327658937
1216941080,117429327
706134962756517889,137547187
706134962756517889,50518937
50518937,17600277
2375223030,28540716
2375223030,4705261516
4705261516,3064364092
4705261516,758945254116438016
18194949,4362952695
436576684,719872615666565120
522157793,347120711
419656047,44646077
1893562916,85176546
17463923,243236419
17463923,3910893854
1633543440,122994639
1633543440,932446861
5878332,13500732
32442190,724017823
156700189,4155531
3251759104,7403862
563942720,4155531
563942720,1443780630
3235832253,1337150378
321575853,4881711
15629195,77004828
15629195,7403862
15629195,158680425
15629195,13500732
15629195,17152983
15629195,4155531
502251829,2852616068
502251829,4155531
502251829,13500732
282827560,7403862
492590266,1443780630
22712651,4155531
22712651,17152983
196131308,98026514
196131308,1443780630
196131308,44824178
196131308,13500732
622376253,5825162
622376253,1443780630
622376253,13500732
41389093,1443780630
41389093,13500732
249670742,7403862
249670742,98026514
1527639686,7403862
1527639686,77004828
1527639686,1443780630
863052332052996097,1224953820716945408
863052332052996097,155814794
863052332052996097,976995099170062338
863052332052996097,7403862
863052332052996097,612254136
979362314,1443780630
988518714,7403862
121413335,7403862
20379080,155814794
20379080,7403862
20442406,98026514
20442406,14978616
20442406,76347918
20442406,27284203
20442406,4155531
20442406,1337150378
20442406,7403862
20442406,7389732
154561844,77004828
154561844,612254136
154561844,7403862
258842582,7403862
1010377351,98026514
1010377351,38379127
199002566,14540457
199002566,14831475
296842582,98026514
296842582,7403862
14193522,3302161923
14193522,17152983
5093,15835313
5093,212755592
5093,7403862
5093,44824178
5093,1443780630
5093,17152983
5093,13500732
5093,4155531
5093,1337150378
910629895,1443780630
910629895,1867378807
910629895,4881711
910629895,4155531
910629895,1337150378
110716277,7403862
110716277,158680425
2401485709,4155531
24205556,13500732
743768472,7403862
743768472,612254136
156121420,7403862
14662055,4155531
16402176,4155531
16402176,7403862
16402176,17152983
317144532,158680425
317144532,13500732
317144532,4155531
317144532,1443780630
26294884,7403862
77962713,1337150378
77962713,784252669695135744
77962713,612254136
77962713,13500732
1216941080,4155531
1893562916,1443780630
1893562916,13500732
1893562916,355697417
117429327,4155531
525495167,13500732
14126033,1203712593887744000
14126033,2559854328
14126033,728280729457557504
14126033,2337992480
14126033,13993182
14126033,976995099170062338
14126033,2527393111
14126033,3379003163
14126033,27590168
14126033,19437606
14126033,155814794
14126033,77004828
14126033,7403862
85176546,355697417
505996580,3302161923
284724697,7403862
1526345940,1443780630
1332708642,4155531
3304091398,1224910336643325954
15521401,1337150378
15521401,7403862
15521401,4155531
437855517,7403862
437855517,612254136
437855517,1295799912
216335805,98026514
216335805,7403862
216335805,1443780630
216335805,4155531
18009461,7403862
18009461,13500732
2152311564,64752881
2871402869,44824178
2871402869,13500732
2871402869,1443780630
863603622,158680425
863603622,1443780630
863603622,13500732
242163443,7403862
377617073,14249162
327658937,64752881
17441030,7403862
2495795942,38379127
91292166,27284203
295032345,27284203
47817339,1410398054
47817339,14831475
3039999798,169767749
118105610,543362212
25108596,594546416
86512187,1410398054
414682647,976995099170062338
414682647,155814794
414682647,468773593
135187648,117108955
399266384,36943828
399266384,2903497681
764204669723967488,155814794
54986063,65235102
54986063,56789832
54986063,240880754
54986063,802543616
54986063,111019435
54986063,76347918
54986063,343187768
54986063,439887212
54986063,14831475
54986063,14540457
54986063,197326414
54986063,60514666
68911475,488168567
68911475,14831475
68911475,14540457
69231187,23574948
17523060,14831475
191849753,2903497681
529048394,14831475
2488774495,1443780630
12594872,38379127
2795941059,1443780630
1260176245,206531402
64405754,974975358
240348862,106520446
56696814,65235102
2471013583,974975358
2666429088,974975358
103874436,899265353007587331
103874436,14831475
249677516,1128062653480308736
949410954600763393,7403862
249115261,864149304306421760
3638422932,7139882
3638422932,2373145729
140880992,1247837144
1321421426,1563449509
1321421426,191656494
29231980,209967385
29231980,169767749
29231980,265716304
29231980,41646238
29231980,76347918
29231980,365216346
29231980,14831475
171000782,27284203
276556216,76347918
205315827,13500732
159950527,10872822
2653613168,393621631
2653613168,423300748
2207674177,1443780630
200057646,283153361
200057646,27284203
1002351,459660480
1002351,27284203
1002351,132486360
17685009,27284203
17685009,76347918
19758148,155814794
24312877,1178647374098550790
24312877,209967385
24312877,117108955
22239898,7403862
22239898,14562685
113353016,17152983
2375223030,224572743
361134431,423300748
25097735,819520019335880704
1294741,555672782
18741724,62942517
240307539,4155531
18151918,1443780630
408237742,1337150378
408237742,4155531
419144259,368904270
256844667,1301598149761470464
84461823,62942517
63801144,7403862
