from,to,group,arrows,smooth
29726352,14562685,Digit Government Transformation,to,1
485583363,7403862,Digit Government Transformation,to,1
485583363,3302161923,Digit Government Transformation,to,1
111067251,7403862,Digit Government Transformation,to,1
753174361000075264,7403862,Digit Government Transformation,to,1
11844,3190584762,Digit Government Transformation,to,1
168537772,14562685,Digit Government Transformation,to,1
117723,7403862,Digit Government Transformation,to,1
117723,10468292,Digit Government Transformation,to,1
525495167,13500732,Environment,to,1
54587658,17152983,Environment,to,1
2834884245,5825162,Environment,to,1
2843640335,4155531,Environment,to,1
2805170424,2852616068,Environment,to,1
2805170424,1443780630,Environment,to,1
2805170424,13500732,Environment,to,1
2388894925,1443780630,Environment,to,1
3159413824,2559854328,Environment,to,1
3159413824,1443780630,Environment,to,1
5439642,4512994159,Environment,to,1
5439642,2852616068,Environment,to,1
5439642,69757813,Environment,to,1
5439642,1443780630,Environment,to,1
5439642,2940932328,Environment,to,1
5439642,759339,Environment,to,1
5439642,423300748,Environment,to,1
5439642,4155531,Environment,to,1
5439642,48171234,Environment,to,1
5439642,85600266,Environment,to,1
5439642,13500732,Environment,to,1
2160485952,7403862,Environment,to,1
274085930,94107477,Environment,to,1
36024756,5741362,Environment,to,1
36024756,48171234,Environment,to,1
1788441,10468292,Environment,to,1
366088660,1337150378,Environment,to,1
366088660,7389732,Environment,to,1
366088660,18838389,Environment,to,1
7129072,13500732,Environment,to,1
22239898,7403862,Journalism,to,1
22239898,14562685,Journalism,to,1
181606808,7403862,Journalism,to,1
122662012,27284203,Journalism,to,1
22146373,393621631,Journalism,to,1
45530706,94107477,Journalism,to,1
109221109,27284203,Journalism,to,1
40010267,423300748,Journalism,to,1
22776133,27284203,Journalism,to,1
320826619,393621631,Journalism,to,1
14353202,155814794,Journalism,to,1
14353202,976995099170062338,Journalism,to,1
14353202,423300748,Journalism,to,1
722242009,947132432,Journalism,to,1
14314709,1169384373822472195,Journalism,to,1
14314709,27722647,Journalism,to,1
16294244,7403862,Journalism,to,1
16294244,459660480,Journalism,to,1
109648780,1547672780,Journalism,to,1
18519972,3302161923,Journalism,to,1
18519972,630460648,Journalism,to,1
18519972,804891853409558528,Journalism,to,1
18519972,4155531,Journalism,to,1
18519972,7403862,Journalism,to,1
804416,27284203,Journalism,to,1
112703470,7403862,Journalism,to,1
112703470,169767749,Journalism,to,1
112703470,27284203,Journalism,to,1
18502766,7403862,Journalism,to,1
18502766,106520446,Journalism,to,1
13718032,27284203,Journalism,to,1
19064312,169767749,Journalism,to,1
19064312,27284203,Journalism,to,1
17685009,27284203,Journalism,to,1
17685009,76347918,Journalism,to,1
40713876,459660480,Journalism,to,1
40713876,169767749,Journalism,to,1
40713876,27284203,Journalism,to,1
26985345,27722647,Journalism,to,1
26985345,3050837350,Journalism,to,1
26985345,111019435,Journalism,to,1
14881700,76347918,Journalism,to,1
115686442,14831475,Journalism,to,1
115686442,14978616,Journalism,to,1
115686442,76347918,Journalism,to,1
25095479,27284203,Journalism,to,1
1525752132,105241093,Journalism,to,1
123220773,7403862,Journalism,to,1
6705042,27284203,Journalism,to,1
1294741,555672782,Journalism,to,1
17878804,209967385,Journalism,to,1
17878804,27722647,Journalism,to,1
90627994,827494141554630656,Journalism,to,1
17442320,567374802,Journalism,to,1
17442320,10872822,Journalism,to,1
17442320,2753491384,Journalism,to,1
17442320,418782087,Journalism,to,1
145637907,1053528630,Journalism,to,1
145637907,189830978,Journalism,to,1
847640792,1686865412,Journalism,to,1
1962626484,1175946629804740608,Journalism,to,1
1962626484,1224910336643325954,Journalism,to,1
1962626484,976995099170062338,Journalism,to,1
1962626484,14978616,Journalism,to,1
1962626484,2220534751,Journalism,to,1
1962626484,27284203,Journalism,to,1
1962626484,429180490,Journalism,to,1
1962626484,468773593,Journalism,to,1
2884010290,7403862,Journalism,to,1
5959342,14978616,Journalism,to,1
171496247,83399314,Journalism,to,1
26468254,14562685,Journalism,to,1
26468254,14186541,Journalism,to,1
61518146,136219736,Journalism,to,1
1524841,27284203,Journalism,to,1
730354615716175872,7403862,Data Ethics,to,1
4043080882,28599351,Data Ethics,to,1
14889353,7403862,Data Ethics,to,1
458769174,76347918,Data Ethics,to,1
2748559878,413186905,Data Ethics,to,1
2570652956,7403862,Data Ethics,to,1
252618624,7403862,Data Ethics,to,1
294932830,76347918,Data Ethics,to,1
793682456,7403862,Data Ethics,to,1
1278692356980703233,7403862,Data Ethics,to,1
33327415,158680425,Data Ethics,to,1
33327415,16495205,Data Ethics,to,1
159190687,12063122,Data Ethics,to,1
159190687,7403862,Data Ethics,to,1
2622959185,941709973943455744,Data Ethics,to,1
2622959185,76347918,Data Ethics,to,1
2622959185,1686865412,Data Ethics,to,1
225013119,3302161923,Data Ethics,to,1
225013119,7403862,Data Ethics,to,1
225013119,2595089935,Data Ethics,to,1
225013119,285297111,Data Ethics,to,1
336601935,984437892,Data Ethics,to,1
1620223160,3302161923,Data Ethics,to,1
1620223160,7403862,Data Ethics,to,1
1620223160,2595089935,Data Ethics,to,1
895350488031531012,7403862,Data Ethics,to,1
59822714,28599351,Data Ethics,to,1
24963440,7403862,Data Ethics,to,1
20062160,76347918,Data Ethics,to,1
1272555275149598720,7403862,Data Ethics,to,1
370389714,13500732,Data Ethics,to,1
2517356521,1295891503588360192,Data Ethics,to,1
2517356521,488994768,Data Ethics,to,1
2517356521,3295706113,Data Ethics,to,1
2517356521,209967385,Data Ethics,to,1
2517356521,1172298755606843393,Data Ethics,to,1
2517356521,7403862,Data Ethics,to,1
2517356521,365216346,Data Ethics,to,1
2517356521,48357885,Data Ethics,to,1
2517356521,76347918,Data Ethics,to,1
705850200473010178,7403862,Data Ethics,to,1
705850200473010178,355697417,Data Ethics,to,1
705850200473010178,860024377,Data Ethics,to,1
705850200473010178,76347918,Data Ethics,to,1
705850200473010178,212755592,Data Ethics,to,1
113470086,76347918,Data Ethics,to,1
1446296545,77004828,Data Ethics,to,1
59307246,7403862,Data Ethics,to,1
59307246,4155531,Data Ethics,to,1
59307246,306005826,Data Ethics,to,1
15596499,367323798,Data Ethics,to,1
