from,to,weight,color,arrow,tweets,title,width
3131243261,839338759330152453,1433,blue,,,<p><br>提及的次數： 1433</p>,6.152640608835803
3131243261,24224194,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3131243261,507356334,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
3131243261,705539763349164032,934,blue,,,<p><br>提及的次數： 934</p>,5.528237836767902
3131243261,846014785246367745,243,blue,,,<p><br>提及的次數： 243</p>,3.9482220388574776
3131243261,4487760737,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3131243261,90435017,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3131243261,455851774,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3131243261,25390350,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3131243261,534255106,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
3131243261,612473,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
3131243261,20646711,9,blue,,,<p><br>提及的次數： 9</p>,1.7320508075688772
3131243261,3429955204,410,blue,,,<p><br>提及的次數： 410</p>,4.499828522434671
3131243261,2242092991,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3131243261,875122621,133,blue,,,<p><br>提及的次數： 133</p>,3.3959626904120714
3131243261,19446296,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
875122621,5120691,19,blue,,,<p><br>提及的次數： 19</p>,2.087797629929844
875122621,1014861853338398720,22,blue,,,<p><br>提及的次數： 22</p>,2.1657367706679937
875122621,36024756,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
875122621,41330603,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
875122621,720474368,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
875122621,2711212681,892,blue,,,<p><br>提及的次數： 892</p>,5.465013178953566
875122621,1168968080690749441,1,blue,,,<p><br>提及的次數： 1</p>,1.0
875122621,5988062,72,blue,,,<p><br>提及的次數： 72</p>,2.9129506302439405
875122621,2975134426,260,blue,,,<p><br>提及的次數： 260</p>,4.015534272870436
875122621,8099262,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
875122621,10228272,9,blue,,,<p><br>提及的次數： 9</p>,1.7320508075688772
875122621,4338452835,84,blue,,,<p><br>提及的次數： 84</p>,3.027400104035091
875122621,20536157,23,blue,,,<p><br>提及的次數： 23</p>,2.189938703094842
875122621,18949452,56,blue,,,<p><br>提及的次數： 56</p>,2.7355647997347607
875122621,18938646,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
875122621,157981564,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
875122621,555031989,59,blue,,,<p><br>提及的次數： 59</p>,2.771488002476036
875122621,2993665802,1,blue,,,<p><br>提及的次數： 1</p>,1.0
875122621,22363802,1,blue,,,<p><br>提及的次數： 1</p>,1.0
875122621,240615214,9,blue,,,<p><br>提及的次數： 9</p>,1.7320508075688772
875122621,34713362,9,blue,,,<p><br>提及的次數： 9</p>,1.7320508075688772
875122621,3131243261,133,blue,,,<p><br>提及的次數： 133</p>,3.3959626904120714
875122621,2162697578,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
875122621,839338759330152453,214,blue,,,<p><br>提及的次數： 214</p>,3.8247534349716967
875122621,705539763349164032,141,blue,,,<p><br>提及的次數： 141</p>,3.4459167266545947
875122621,846014785246367745,38,blue,,,<p><br>提及的次數： 38</p>,2.4828237961983883
875122621,16343974,11,blue,,,<p><br>提及的次數： 11</p>,1.8211602868378718
875122621,534255106,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
875122621,612473,11,blue,,,<p><br>提及的次數： 11</p>,1.8211602868378718
875122621,104237736,37,blue,,,<p><br>提及的次數： 37</p>,2.4663257145596607
875122621,3429955204,38,blue,,,<p><br>提及的次數： 38</p>,2.4828237961983883
875122621,191781601,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
846014785246367745,322601789,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
846014785246367745,5120691,30,blue,,,<p><br>提及的次數： 30</p>,2.340347319320716
846014785246367745,2711212681,508,blue,,,<p><br>提及的次數： 508</p>,4.747510435919998
846014785246367745,5988062,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
846014785246367745,2975134426,22,blue,,,<p><br>提及的次數： 22</p>,2.1657367706679937
846014785246367745,2214285223,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
846014785246367745,4338452835,97,blue,,,<p><br>提及的次數： 97</p>,3.138288992714996
846014785246367745,20536157,8,blue,,,<p><br>提及的次數： 8</p>,1.681792830507429
846014785246367745,555031989,59,blue,,,<p><br>提及的次數： 59</p>,2.771488002476036
846014785246367745,34713362,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
846014785246367745,3131243261,243,blue,,,<p><br>提及的次數： 243</p>,3.9482220388574776
846014785246367745,2162697578,6,blue,,,<p><br>提及的次數： 6</p>,1.5650845800732873
846014785246367745,839338759330152453,126,blue,,,<p><br>提及的次數： 126</p>,3.350368958834508
846014785246367745,24224194,1,blue,,,<p><br>提及的次數： 1</p>,1.0
846014785246367745,705539763349164032,1165,blue,,,<p><br>提及的次數： 1165</p>,5.842268081126715
846014785246367745,534255106,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
846014785246367745,612473,1,blue,,,<p><br>提及的次數： 1</p>,1.0
846014785246367745,3429955204,18,blue,,,<p><br>提及的次數： 18</p>,2.0597671439071177
846014785246367745,875122621,38,blue,,,<p><br>提及的次數： 38</p>,2.4828237961983883
4338452835,22756947,1,blue,,,<p><br>提及的次數： 1</p>,1.0
4338452835,5120691,62,blue,,,<p><br>提及的次數： 62</p>,2.806066263296683
4338452835,1014861853338398720,58,blue,,,<p><br>提及的次數： 58</p>,2.7596690210718946
4338452835,69009086,37,blue,,,<p><br>提及的次數： 37</p>,2.4663257145596607
4338452835,2711212681,287,blue,,,<p><br>提及的次數： 287</p>,4.115953637505823
4338452835,16319797,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,16556796,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
4338452835,74286565,7,blue,,,<p><br>提及的次數： 7</p>,1.6265765616977856
4338452835,2975134426,16,blue,,,<p><br>提及的次數： 16</p>,2.0
4338452835,10228272,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,2214285223,1,blue,,,<p><br>提及的次數： 1</p>,1.0
4338452835,257600962,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
4338452835,20536157,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,18949452,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
4338452835,17760882,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,157981564,7,blue,,,<p><br>提及的次數： 7</p>,1.6265765616977856
4338452835,555031989,354,blue,,,<p><br>提及的次數： 354</p>,4.337613136533361
4338452835,34713362,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
4338452835,3131243261,451,blue,,,<p><br>提及的次數： 451</p>,4.608335988357978
4338452835,2162697578,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,839338759330152453,557,blue,,,<p><br>提及的次數： 557</p>,4.85807034144339
4338452835,705539763349164032,320,blue,,,<p><br>提及的次數： 320</p>,4.229485053762256
4338452835,846014785246367745,97,blue,,,<p><br>提及的次數： 97</p>,3.138288992714996
4338452835,25390350,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,534255106,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,3429955204,184,blue,,,<p><br>提及的次數： 184</p>,3.683023210115643
4338452835,19186720,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
4338452835,875122621,84,blue,,,<p><br>提及的次數： 84</p>,3.027400104035091
2711212681,22756947,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
2711212681,1062812681730543617,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2711212681,5120691,64,blue,,,<p><br>提及的次數： 64</p>,2.8284271247461903
2711212681,1014861853338398720,43,blue,,,<p><br>提及的次數： 43</p>,2.5607496020310148
2711212681,249115261,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2711212681,41330603,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
2711212681,872675798,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2711212681,14199378,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
2711212681,720474368,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
2711212681,3697013177,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2711212681,16319797,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
2711212681,16556796,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
2711212681,74286565,18,blue,,,<p><br>提及的次數： 18</p>,2.0597671439071177
2711212681,5988062,18,blue,,,<p><br>提及的次數： 18</p>,2.0597671439071177
2711212681,2975134426,200,blue,,,<p><br>提及的次數： 200</p>,3.7606030930863934
2711212681,2214285223,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
2711212681,4338452835,287,blue,,,<p><br>提及的次數： 287</p>,4.115953637505823
2711212681,20536157,8,blue,,,<p><br>提及的次數： 8</p>,1.681792830507429
2711212681,18949452,30,blue,,,<p><br>提及的次數： 30</p>,2.340347319320716
2711212681,17760882,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
2711212681,555031989,469,blue,,,<p><br>提及的次數： 469</p>,4.65364457470784
2711212681,2993665802,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2711212681,22363802,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
2711212681,240615214,8,blue,,,<p><br>提及的次數： 8</p>,1.681792830507429
2711212681,34713362,36,blue,,,<p><br>提及的次數： 36</p>,2.449489742783178
2711212681,3131243261,974,blue,,,<p><br>提及的次數： 974</p>,5.586499178255956
2711212681,790320422235566080,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2711212681,2162697578,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
2711212681,839338759330152453,1922,blue,,,<p><br>提及的次數： 1922</p>,6.621224994936054
2711212681,705539763349164032,1686,blue,,,<p><br>提及的次數： 1686</p>,6.407880330912525
2711212681,846014785246367745,508,blue,,,<p><br>提及的次數： 508</p>,4.747510435919998
2711212681,16343974,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
2711212681,534255106,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
2711212681,612473,11,blue,,,<p><br>提及的次數： 11</p>,1.8211602868378718
2711212681,20646711,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
2711212681,104237736,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
2711212681,3429955204,94,blue,,,<p><br>提及的次數： 94</p>,3.11373725847777
2711212681,191781601,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2711212681,875122621,892,blue,,,<p><br>提及的次數： 892</p>,5.465013178953566
555031989,5120691,200,blue,,,<p><br>提及的次數： 200</p>,3.7606030930863934
555031989,1014861853338398720,38,blue,,,<p><br>提及的次數： 38</p>,2.4828237961983883
555031989,15425377,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,1091325763943612416,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,2711212681,469,blue,,,<p><br>提及的次數： 469</p>,4.65364457470784
555031989,16319797,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,74286565,11,blue,,,<p><br>提及的次數： 11</p>,1.8211602868378718
555031989,124176132,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,5988062,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
555031989,2975134426,33,blue,,,<p><br>提及的次數： 33</p>,2.39678172692843
555031989,2214285223,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
555031989,4338452835,354,blue,,,<p><br>提及的次數： 354</p>,4.337613136533361
555031989,872260459,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,64253234,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
555031989,20536157,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,17760882,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
555031989,22363802,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
555031989,240615214,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,34713362,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
555031989,3131243261,235,blue,,,<p><br>提及的次數： 235</p>,3.915317320059243
555031989,2162697578,51,blue,,,<p><br>提及的次數： 51</p>,2.6723451177837885
555031989,839338759330152453,943,blue,,,<p><br>提及的次數： 943</p>,5.541507472301032
555031989,24224194,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,1234562569203044352,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,705539763349164032,313,blue,,,<p><br>提及的次數： 313</p>,4.2061628609641515
555031989,846014785246367745,59,blue,,,<p><br>提及的次數： 59</p>,2.771488002476036
555031989,16343974,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
555031989,455851774,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,2207344274,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
555031989,534255106,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
555031989,151106990,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,612473,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
555031989,104237736,1,blue,,,<p><br>提及的次數： 1</p>,1.0
555031989,3429955204,40,blue,,,<p><br>提及的次數： 40</p>,2.514866859365871
555031989,11333892,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
555031989,875122621,59,blue,,,<p><br>提及的次數： 59</p>,2.771488002476036
2975134426,5120691,11,blue,,,<p><br>提及的次數： 11</p>,1.8211602868378718
2975134426,1014861853338398720,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
2975134426,41330603,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
2975134426,2711212681,200,blue,,,<p><br>提及的次數： 200</p>,3.7606030930863934
2975134426,74286565,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2975134426,5988062,11,blue,,,<p><br>提及的次數： 11</p>,1.8211602868378718
2975134426,4338452835,16,blue,,,<p><br>提及的次數： 16</p>,2.0
2975134426,18949452,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
2975134426,18938646,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2975134426,157981564,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2975134426,555031989,33,blue,,,<p><br>提及的次數： 33</p>,2.39678172692843
2975134426,2993665802,1,blue,,,<p><br>提及的次數： 1</p>,1.0
2975134426,34713362,8,blue,,,<p><br>提及的次數： 8</p>,1.681792830507429
2975134426,3131243261,58,blue,,,<p><br>提及的次數： 58</p>,2.7596690210718946
2975134426,2162697578,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
2975134426,839338759330152453,55,blue,,,<p><br>提及的次數： 55</p>,2.7232698153315003
2975134426,705539763349164032,46,blue,,,<p><br>提及的次數： 46</p>,2.604290687140218
2975134426,846014785246367745,22,blue,,,<p><br>提及的次數： 22</p>,2.1657367706679937
2975134426,534255106,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
2975134426,104237736,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
2975134426,3429955204,44,blue,,,<p><br>提及的次數： 44</p>,2.5755095769013945
2975134426,875122621,260,blue,,,<p><br>提及的次數： 260</p>,4.015534272870436
3429955204,513498057,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
3429955204,22756947,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3429955204,5120691,49,blue,,,<p><br>提及的次數： 49</p>,2.6457513110645907
3429955204,1014861853338398720,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3429955204,2711212681,94,blue,,,<p><br>提及的次數： 94</p>,3.11373725847777
3429955204,16556796,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
3429955204,74286565,7,blue,,,<p><br>提及的次數： 7</p>,1.6265765616977856
3429955204,2975134426,44,blue,,,<p><br>提及的次數： 44</p>,2.5755095769013945
3429955204,8099262,17,blue,,,<p><br>提及的次數： 17</p>,2.0305431848689306
3429955204,10228272,8,blue,,,<p><br>提及的次數： 8</p>,1.681792830507429
3429955204,257600962,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
3429955204,4338452835,184,blue,,,<p><br>提及的次數： 184</p>,3.683023210115643
3429955204,27286910,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3429955204,20536157,5,blue,,,<p><br>提及的次數： 5</p>,1.4953487812212205
3429955204,17760882,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
3429955204,555031989,40,blue,,,<p><br>提及的次數： 40</p>,2.514866859365871
3429955204,22363802,1,blue,,,<p><br>提及的次數： 1</p>,1.0
3429955204,3131243261,410,blue,,,<p><br>提及的次數： 410</p>,4.499828522434671
3429955204,2162697578,55,blue,,,<p><br>提及的次數： 55</p>,2.7232698153315003
3429955204,839338759330152453,865,blue,,,<p><br>提及的次數： 865</p>,5.423180094714308
3429955204,705539763349164032,258,blue,,,<p><br>提及的次數： 258</p>,4.007789715567548
3429955204,846014785246367745,18,blue,,,<p><br>提及的次數： 18</p>,2.0597671439071177
3429955204,534255106,2,blue,,,<p><br>提及的次數： 2</p>,1.189207115002721
3429955204,612473,4,blue,,,<p><br>提及的次數： 4</p>,1.4142135623730951
3429955204,11333892,3,blue,,,<p><br>提及的次數： 3</p>,1.3160740129524924
3429955204,875122621,38,blue,,,<p><br>提及的次數： 38</p>,2.4828237961983883
