from,to
369038524,317144532
50316564,301666382
50316564,5439642
50316564,2388894925
50316564,1848037524
50316564,743768472
50316564,317753244
50316564,449722285
50316564,2488774495
50316564,76982240
50316564,3091263364
50316564,2199880058
50316564,111041991
50316564,16036960
50316564,2160485952
50316564,966424544
50316564,19639850
50316564,824366518515499008
50316564,321575853
50316564,1469421637
50316564,534255106
50316564,780359523349528576
50316564,274085930
50316564,502251829
50316564,14465315
50316564,317144532
50316564,863603622
154561844,249115261
154561844,246262362
154561844,988518714
154561844,24674765
154561844,1021692544026066944
154561844,23256153
154561844,111041991
154561844,59307246
154561844,321575853
154561844,502251829
154561844,317144532
154561844,25734012
502251829,246262362
502251829,252268498
502251829,41389093
502251829,1294603230
502251829,743768472
502251829,988518714
502251829,2488774495
502251829,24674765
502251829,321575853
502251829,56696814
502251829,317144532
502251829,863603622
502251829,33569853
317144532,29753422
317144532,301666382
317144532,364511203
317144532,2871402869
317144532,317753244
317144532,76982240
317144532,451448044
317144532,2199880058
317144532,111041991
317144532,2164756843
317144532,966424544
317144532,900016094433431554
317144532,16143105
317144532,1096083931
317144532,321575853
317144532,863603622
137644297,1060653216
137644297,730354615716175872
137644297,80862758
137644297,3110800479
137644297,64679759
137644297,22239898
137644297,68377720
137644297,309581287
137644297,74692745
137644297,103012926
137644297,21658656
137644297,19019932
137644297,181606808
137644297,493917908
137644297,14091176
137644297,154073751
137644297,273956196
137644297,122662012
137644297,517821944
137644297,25734012
137644297,1006166382
137644297,15143541
137644297,525495167
1060653216,15841875
1060653216,3241740251
1060653216,917663680220852224
1060653216,21208792
1060653216,17405435
1060653216,3110800479
1060653216,23788480
1060653216,20519922
1060653216,39959109
1060653216,388752038
1060653216,22239898
1060653216,1301361228
1060653216,268349503
1060653216,361971467
1060653216,21658656
1060653216,951518598
1060653216,35761970
1060653216,19639850
1060653216,51696620
1060653216,181606808
1060653216,1151136062128791554
1060653216,24689052
1060653216,534255106
1060653216,14600243
1060653216,28573040
1060653216,815025967
1060653216,517821944
1060653216,14465315
1060653216,16193219
1060653216,38393551
1060653216,11936322
1060653216,18897186
730354615716175872,793682456
730354615716175872,3241740251
730354615716175872,994524726033833985
730354615716175872,50338721
730354615716175872,161022614
730354615716175872,386666521
730354615716175872,969173723457695744
730354615716175872,833771562113318913
730354615716175872,109648780
730354615716175872,103012926
730354615716175872,763505764686295043
730354615716175872,18519972
730354615716175872,181606808
730354615716175872,520860243
730354615716175872,14889353
730354615716175872,17755776
730354615716175872,804312326077878273
730354615716175872,122662012
730354615716175872,1006166382
80862758,19825835
80862758,320826619
80862758,95415894
80862758,2748559878
80862758,7847192
80862758,386666521
80862758,3110800479
80862758,64679759
80862758,3058828367
80862758,22146373
80862758,22239898
80862758,109648780
80862758,68377720
80862758,309581287
80862758,74692745
80862758,2182865641
80862758,20178144
80862758,87818409
80862758,28830376
80862758,103012926
80862758,112703470
80862758,219275799
80862758,20058335
80862758,2852498391
80862758,138075752
80862758,14157134
80862758,45530706
80862758,19019932
80862758,181606808
80862758,13718032
80862758,123220773
80862758,55253731
80862758,1172535926209298432
80862758,25984418
80862758,109221109
80862758,33937320
80862758,611793907
80862758,14091176
80862758,154073751
80862758,40713876
80862758,61183568
80862758,722242009
80862758,273956196
80862758,26985345
80862758,6892312
80862758,122662012
80862758,40010267
80862758,56386566
80862758,25734012
80862758,22776133
80862758,20262091
80862758,1006166382
80862758,15143541
80862758,17539313
3110800479,19825835
3110800479,320826619
3110800479,994524726033833985
3110800479,277490264
3110800479,400896038
3110800479,7847192
3110800479,21208792
3110800479,386666521
3110800479,480342247
3110800479,64679759
3110800479,3058828367
3110800479,22146373
3110800479,39959109
3110800479,22239898
3110800479,109648780
3110800479,737554362
3110800479,68377720
3110800479,268349503
3110800479,309581287
3110800479,74692745
3110800479,2182865641
3110800479,20178144
3110800479,103012926
3110800479,219275799
3110800479,20058335
3110800479,2852498391
3110800479,138075752
3110800479,30908675
3110800479,763505764686295043
3110800479,14314709
3110800479,14157134
3110800479,951518598
3110800479,390683609
3110800479,19019932
3110800479,181606808
3110800479,123220773
3110800479,55253731
3110800479,45205091
3110800479,25984418
3110800479,109221109
3110800479,33937320
3110800479,611793907
3110800479,493917908
3110800479,14091176
3110800479,154073751
3110800479,61183568
3110800479,24689052
3110800479,273956196
3110800479,122662012
3110800479,40010267
3110800479,28573040
3110800479,517821944
3110800479,56386566
3110800479,16193219
3110800479,25734012
3110800479,22776133
3110800479,1006166382
3110800479,15143541
3110800479,18897186
64679759,19825835
64679759,7847192
64679759,22146373
64679759,68377720
64679759,309581287
64679759,74692745
64679759,2182865641
64679759,103012926
64679759,14314709
64679759,14157134
64679759,123220773
64679759,55253731
64679759,25984418
64679759,109221109
64679759,493917908
64679759,154073751
64679759,61183568
64679759,273956196
64679759,122662012
64679759,40010267
64679759,56386566
64679759,22776133
64679759,15143541
22239898,3241740251
22239898,2748559878
22239898,115686442
22239898,6705042
22239898,386666521
22239898,784609
22239898,22146373
22239898,39959109
22239898,109648780
22239898,2182865641
22239898,103012926
22239898,112703470
22239898,763505764686295043
22239898,1294741
22239898,14157134
22239898,55523059
22239898,20235032
22239898,181606808
22239898,18502766
22239898,19064312
22239898,55253731
22239898,17685009
22239898,611793907
22239898,14091176
22239898,40713876
22239898,722242009
22239898,14600243
22239898,76133
22239898,122662012
22239898,16294244
22239898,18944486
22239898,2499398326
22239898,28573040
22239898,17062849
22239898,25734012
22239898,22776133
22239898,20262091
22239898,15143541
22239898,18897186
22239898,17539313
68377720,7847192
68377720,3058828367
68377720,22146373
68377720,109648780
68377720,309581287
68377720,74692745
68377720,20178144
68377720,103012926
68377720,219275799
68377720,20058335
68377720,14157134
68377720,19976630
68377720,390683609
68377720,181606808
68377720,123220773
68377720,55253731
68377720,109221109
68377720,493917908
68377720,154073751
68377720,40713876
68377720,61183568
68377720,273956196
68377720,21862223
68377720,26985345
68377720,122662012
68377720,40010267
68377720,56386566
68377720,22776133
68377720,1006166382
68377720,15143541
309581287,22146373
309581287,17878804
309581287,109648780
309581287,74692745
309581287,103012926
309581287,21658656
309581287,14157134
309581287,18519972
309581287,19019932
309581287,181606808
309581287,55253731
309581287,17685009
309581287,109221109
309581287,493917908
309581287,154073751
309581287,40713876
309581287,61183568
309581287,273956196
309581287,21862223
309581287,26985345
309581287,6892312
309581287,122662012
309581287,40010267
309581287,517821944
309581287,22776133
309581287,1006166382
74692745,22146373
74692745,103012926
74692745,14157134
74692745,19019932
74692745,181606808
74692745,55253731
74692745,493917908
74692745,154073751
74692745,61183568
74692745,273956196
74692745,122662012
74692745,40010267
74692745,56386566
74692745,22776133
74692745,15143541
103012926,19825835
103012926,21208792
103012926,386666521
103012926,3058828367
103012926,22146373
103012926,109648780
103012926,2182865641
103012926,20178144
103012926,28830376
103012926,219275799
103012926,20058335
103012926,138075752
103012926,30908675
103012926,21658656
103012926,14157134
103012926,19976630
103012926,45530706
103012926,390683609
103012926,19019932
103012926,181606808
103012926,55253731
103012926,17685009
103012926,22506791
103012926,224592767
103012926,109221109
103012926,33937320
103012926,493917908
103012926,154073751
103012926,40713876
103012926,61183568
103012926,804312326077878273
103012926,273956196
103012926,21862223
103012926,26985345
103012926,122662012
103012926,40010267
103012926,517821944
103012926,56386566
103012926,22776133
103012926,1006166382
103012926,15143541
103012926,25095479
103012926,17539313
21658656,917663680220852224
21658656,21208792
21658656,20519922
21658656,12029252
21658656,22146373
21658656,19397942
21658656,109648780
21658656,18519972
21658656,181606808
21658656,154073751
21658656,273956196
21658656,26985345
21658656,122662012
21658656,16294244
21658656,22776133
21658656,1006166382
21658656,25095479
19019932,14157134
19019932,181606808
19019932,154073751
19019932,61183568
19019932,122662012
19019932,517821944
19019932,1006166382
181606808,15841875
181606808,3241740251
181606808,450504930
181606808,2748559878
181606808,400896038
181606808,19626301
181606808,50338721
181606808,917663680220852224
181606808,386666521
181606808,969173723457695744
181606808,15438912
181606808,20519922
181606808,3058828367
181606808,22146373
181606808,39959109
181606808,388752038
181606808,14881700
181606808,109648780
181606808,997903964753494017
181606808,111041991
181606808,37895085
181606808,2852498391
181606808,138075752
181606808,30908675
181606808,763505764686295043
181606808,14157134
181606808,2982660196
181606808,151395064
181606808,55523059
181606808,14095937
181606808,123220773
181606808,396536542
181606808,146428363
181606808,109221109
181606808,493917908
181606808,14489531
181606808,14091176
181606808,154073751
181606808,34956737
181606808,40713876
181606808,2570652956
181606808,24689052
181606808,273956196
181606808,534255106
181606808,183010626
181606808,14600243
181606808,322777832
181606808,15571887
181606808,122662012
181606808,16294244
181606808,1278692356980703233
181606808,517821944
181606808,14465315
181606808,25734012
181606808,1006166382
181606808,18897186
493917908,7847192
493917908,138075752
493917908,14314709
493917908,14157134
493917908,390683609
493917908,123220773
493917908,247206957
493917908,154073751
493917908,273956196
493917908,122662012
493917908,517821944
14091176,15841875
14091176,361971467
14091176,14157134
14091176,55253731
14091176,24689052
14091176,16193219
14091176,25734012
14091176,18897186
154073751,22146373
154073751,109648780
154073751,3121279992
154073751,20058335
154073751,1525752132
154073751,55253731
154073751,33937320
154073751,2510930190
154073751,273956196
154073751,21862223
154073751,122662012
154073751,40010267
154073751,517821944
154073751,56386566
154073751,22776133
154073751,1006166382
154073751,15143541
154073751,25095479
273956196,917663680220852224
273956196,3058828367
273956196,22146373
273956196,109648780
273956196,20058335
273956196,1525752132
273956196,55253731
273956196,2510930190
273956196,804312326077878273
273956196,21862223
273956196,122662012
273956196,40010267
273956196,56386566
273956196,22776133
273956196,1006166382
273956196,25095479
122662012,19825835
122662012,320826619
122662012,155576163
122662012,804416
122662012,95415894
122662012,7847192
122662012,386666521
122662012,3058828367
122662012,22146373
122662012,19397942
122662012,17878804
122662012,109648780
122662012,847640792
122662012,2182865641
122662012,20178144
122662012,28830376
122662012,112703470
122662012,219275799
122662012,20058335
122662012,2852498391
122662012,138075752
122662012,90627994
122662012,1294741
122662012,14157134
122662012,19976630
122662012,18519972
122662012,45530706
122662012,18502766
122662012,13718032
122662012,19064312
122662012,123220773
122662012,55253731
122662012,17685009
122662012,20825151
122662012,22506791
122662012,1172535926209298432
122662012,224592767
122662012,25984418
122662012,109221109
122662012,33937320
122662012,611793907
122662012,40713876
122662012,61183568
122662012,722242009
122662012,14353202
122662012,804312326077878273
122662012,21862223
122662012,26985345
122662012,6892312
122662012,40010267
122662012,56386566
122662012,25734012
122662012,22776133
122662012,145637907
122662012,20262091
122662012,1006166382
122662012,15143541
122662012,25095479
122662012,17539313
517821944,400896038
517821944,17405435
517821944,138075752
517821944,361971467
517821944,25095479
25734012,7847192
25734012,386666521
25734012,14881700
25734012,23256153
25734012,28144707
25734012,2182865641
25734012,2852498391
25734012,763505764686295043
25734012,14157134
25734012,123220773
25734012,55253731
25734012,25984418
25734012,109221109
25734012,611793907
25734012,61183568
25734012,722242009
25734012,2570652956
25734012,6892312
25734012,2499398326
25734012,16193219
25734012,1006166382
25734012,15143541
1006166382,50338721
1006166382,917663680220852224
1006166382,20519922
1006166382,12029252
1006166382,3058828367
1006166382,109648780
1006166382,111041991
1006166382,2884010290
1006166382,18519972
1006166382,14889353
1006166382,804312326077878273
1006166382,145637907
1006166382,25095479
15143541,19825835
15143541,320826619
15143541,95415894
15143541,400896038
15143541,7847192
15143541,3058828367
15143541,22146373
15143541,2182865641
15143541,20178144
15143541,87818409
15143541,28830376
15143541,219275799
15143541,20058335
15143541,2852498391
15143541,138075752
15143541,30908675
15143541,14157134
15143541,45530706
15143541,55253731
15143541,1172535926209298432
15143541,25984418
15143541,109221109
15143541,33937320
15143541,611793907
15143541,61183568
15143541,6892312
15143541,40010267
15143541,56386566
15143541,22776133
15143541,20262091
15143541,17539313
525495167,2398458066
525495167,550049897
525495167,574297787
525495167,2388894925
525495167,3956620576
525495167,54181373
525495167,1848037524
525495167,2199880058
525495167,16558108
525495167,361971467
525495167,19639850
525495167,107522451
525495167,217010849
525495167,61237315
525495167,494047402
19825835,155576163
19825835,7847192
19825835,1060577549384851457
19825835,22146373
19825835,18448883
19825835,2182865641
19825835,28830376
19825835,20058335
19825835,138075752
19825835,14157134
19825835,45530706
19825835,55253731
19825835,22506791
19825835,1172535926209298432
19825835,25984418
19825835,109221109
19825835,611793907
19825835,61183568
19825835,804312326077878273
19825835,40010267
19825835,56386566
19825835,16193219
19825835,22776133
155576163,28830376
155576163,20058335
155576163,22506791
155576163,804312326077878273
155576163,102638431
155576163,40010267
155576163,56386566
155576163,22776133
7847192,95415894
7847192,480342247
7847192,22146373
7847192,14881700
7847192,19029753
7847192,2182865641
7847192,20178144
7847192,31107562
7847192,219275799
7847192,2852498391
7847192,14157134
7847192,123220773
7847192,55253731
7847192,25984418
7847192,109221109
7847192,33937320
7847192,611793907
7847192,247206957
7847192,61183568
7847192,6892312
7847192,322275838
7847192,40010267
7847192,56386566
7847192,22776133
1060577549384851457,793682456
1060577549384851457,994524726033833985
1060577549384851457,1039931109289668615
1060577549384851457,3697013177
1060577549384851457,969173723457695744
1060577549384851457,833771562113318913
1060577549384851457,75496529
1060577549384851457,39959109
1060577549384851457,737554362
1060577549384851457,48097579
1060577549384851457,1068134313395453955
1060577549384851457,1262481151953907712
1060577549384851457,1272555275149598720
1060577549384851457,763505764686295043
1060577549384851457,1088089771631669248
1060577549384851457,2982660196
1060577549384851457,849060834466832384
1060577549384851457,1114900647583809537
1060577549384851457,520860243
1060577549384851457,2570652956
1060577549384851457,3134039644
1060577549384851457,2207159473
1060577549384851457,1278692356980703233
1060577549384851457,2499398326
22146373,320826619
22146373,804416
22146373,95415894
22146373,386666521
22146373,3058828367
22146373,19397942
22146373,17878804
22146373,109648780
22146373,2182865641
22146373,20178144
22146373,112703470
22146373,20058335
22146373,90627994
22146373,1294741
22146373,14157134
22146373,18519972
22146373,1097161
22146373,18502766
22146373,19064312
22146373,55253731
22146373,17685009
22146373,22506791
22146373,25984418
22146373,109221109
22146373,33937320
22146373,40713876
22146373,61183568
22146373,722242009
22146373,14353202
22146373,804312326077878273
22146373,21862223
22146373,26985345
22146373,6892312
22146373,40010267
22146373,56386566
22146373,22776133
22146373,17539313
18448883,1172535926209298432
18448883,1002084811
2182865641,320826619
2182865641,95415894
2182865641,386666521
2182865641,39959109
2182865641,737554362
2182865641,847640792
2182865641,19029753
2182865641,20178144
2182865641,20058335
2182865641,2852498391
2182865641,138075752
2182865641,14157134
2182865641,123220773
2182865641,55253731
2182865641,1172535926209298432
2182865641,25984418
2182865641,109221109
2182865641,611793907
2182865641,61183568
2182865641,40010267
2182865641,56386566
2182865641,16193219
2182865641,22776133
28830376,20058335
28830376,14157134
28830376,45530706
28830376,55253731
28830376,22506791
28830376,1172535926209298432
28830376,61183568
28830376,40010267
28830376,56386566
28830376,22776133
20058335,21208792
20058335,20178144
20058335,14157134
20058335,45530706
20058335,55253731
20058335,17685009
20058335,20825151
20058335,22506791
20058335,1172535926209298432
20058335,33937320
20058335,61183568
20058335,804312326077878273
20058335,26985345
20058335,40010267
20058335,56386566
20058335,22776133
20058335,17539313
138075752,400896038
138075752,2852498391
138075752,14157134
138075752,55253731
138075752,25984418
138075752,109221109
138075752,56386566
14157134,320826619
14157134,95415894
14157134,386666521
14157134,480342247
14157134,3058828367
14157134,19029753
14157134,20178144
14157134,112703470
14157134,2852498391
14157134,90627994
14157134,30908675
14157134,13718032
14157134,123220773
14157134,55253731
14157134,1172535926209298432
14157134,25984418
14157134,109221109
14157134,33937320
14157134,611793907
14157134,247206957
14157134,61183568
14157134,722242009
14157134,1055813968395157504
14157134,26985345
14157134,6892312
14157134,322275838
14157134,40010267
14157134,56386566
14157134,22776133
45530706,55253731
45530706,61183568
45530706,40010267
45530706,56386566
45530706,22776133
55253731,320826619
55253731,95415894
55253731,386666521
55253731,3058828367
55253731,39959109
55253731,109648780
55253731,847640792
55253731,20178144
55253731,112703470
55253731,90627994
55253731,19064312
